#### EXPORT DONNEES METEO POUR "STOCKHOLM" (LAT/LON: 59.3293235/18.0685808)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2018-01-01,3,2,8,2,3,3,3,97,4.5,992,95.625,4,3,0,143,143,143,0,1,1.5,météo très défavorable
2018-01-02,4,3,13,2,4,2,0.1,89,10,999,81.5,4,2,-0,122,119,116,0,1,2.5,météo très défavorable
2018-01-03,3,2,15,1,3,3,0.3,94,7.625,999,82.875,3,2,-1,122,122,122,0.2,1,2.5,météo très défavorable
2018-01-04,3,2,21,2,3,2,2.5,87,7.5,992,100,3,2,-2,122,122,122,2,1,2.5,météo très défavorable
2018-01-05,2,-1,6,1,2,-0,0.1,97,4,994,100,2,2,0,248,143,122,0,1,2.5,météo très défavorable
2018-01-06,-2,-3,15,-4,-3,-4,0,82,10,1013,72.125,0,0,-8,122,122,113,0,1,2.5,météo très défavorable
2018-01-07,-0,-4,24,-4,-2,0,0,66,10,1023,20.875,0,0,-9,113,113,116,0,1,6.6,météo très défavorable
2018-01-08,0,-2,13,-2,0,-1,0,74,10,1031,16.75,0,0,-5,113,116,113,0,1,6.7,météo très défavorable
2018-01-09,-0,-1,14,-1,-0,-3,0,83,10,1032,15.875,0,0,-5,113,113,113,0,1,6.7,météo très défavorable
2018-01-10,-1,-2,9,-4,-1,-2,0,69,10,1027,3.875,0,0,-4,113,113,113,0,1,6.8,météo très défavorable
2018-01-11,1,0,9,-1,1,-1,0,93,9,1032,31.5,1,0,-3,113,116,143,0,1,6.8,météo très défavorable
2018-01-12,1,0,9,0,0,-0,0.4,84,8.75,1041,97.25,1,0,-2,122,122,122,0.2,1,2.6,météo très défavorable
2018-01-13,-0,0,8,-1,-0,-1,0.3,74,9.375,1041,97.25,0,0,-3,122,122,122,0.3,1,2.6,météo très défavorable
2018-01-14,-0,0,14,-0,0,-1,0.4,76,8.625,1038,88.375,0,0,-4,122,119,122,0.3,1,2.6,météo très défavorable
2018-01-15,-1,-2,28,-1,-1,-1,0.2,75,8.375,1028,100,0,0,-8,122,122,122,0.1,1,2.6,météo très défavorable
2018-01-16,1,-1,38,1,-1,0,2.7,80,7.5,1003,100,1,0,-8,122,122,122,0,1,2.6,météo très défavorable
2018-01-17,-1,-3,22,-2,-3,-4,1.1,84,8,993,98.5,0,0,-9,122,122,122,1,1,2.6,météo très défavorable
2018-01-18,-1,-2,10,-3,-1,-3,0,86,10,997,98.125,0,0,-5,122,122,122,0,1,2.6,météo très défavorable
2018-01-19,-1,-3,8,-4,-1,-3,0.2,87,9.625,1008,84.875,0,0,-6,122,122,116,0.1,1,2.7,météo très défavorable
2018-01-20,-0,-2,7,-3,-0,-3,0.2,87,9.375,1010,55.375,0,0,-4,116,116,116,0.2,1,7.1,météo très défavorable
2018-01-21,-2,-4,5,-4,-2,-5,0,90,10,1016,60.625,0,0,-5,122,116,116,0,1,6.7,météo très défavorable
2018-01-22,-4,-6,9,-7,-4,-6,0,91,9,1017,35.875,0,0,-9,143,116,116,0,1,7.2,météo très défavorable
2018-01-23,-0,-3,15,-5,-1,-1,0.1,86,9.375,1020,77.875,0,0,-6,119,122,122,0.1,1,2.7,météo très défavorable
2018-01-24,7,4,20,2,4,5,4,94,8.5,1008,88.75,7,6,0,122,116,122,0,1,4.7,météo très défavorable
2018-01-25,6,5,32,4,6,3,0,74,10,1006,59,6,4,0,122,113,116,0,1,7.4,météo très défavorable
2018-01-26,4,3,14,2,4,3,0.2,89,10,1015,69,4,1,-1,113,116,122,0,1,6.7,météo très défavorable
2018-01-27,3,0,13,1,1,-1,0.1,81,8.625,1020,37.875,3,1,-4,143,113,113,0.1,1,7.4,météo très défavorable
2018-01-28,3,2,8,2,3,1,1.2,91,6.25,1014,96.75,3,1,-0,122,122,143,0.8,1,2.8,météo très défavorable
2018-01-29,1,0,7,-1,1,1,2.5,91,6,1005,91.875,1,0,-1,143,122,143,2.1,1,2.8,météo très défavorable
2018-01-30,-0,-1,15,-1,-0,-2,0.2,80,9.375,1011,82.25,0,0,-5,122,119,119,0.2,1,3,météo très défavorable
2018-01-31,3,2,20,-1,3,1,4.1,89,7.75,1011,80.375,3,0,-3,122,122,122,1.5,1,3,météo très défavorable
2018-02-01,2,1,16,1,1,-1,3.5,90,7.875,994,80.25,2,1,-3,122,116,119,2,1,5,météo très défavorable
2018-02-02,-1,-2,8,-3,-1,-1,1.1,92,6.75,1005,95.25,0,0,-4,122,122,122,1,1,3.2,météo très défavorable
2018-02-03,-2,-3,18,-3,-2,-2,0.5,86,8.375,1016,100,0,0,-8,122,122,122,0.4,1,3.2,météo très défavorable
2018-02-04,-3,-4,19,-4,-3,-4,0.3,73,9,1033,86.5,0,0,-10,122,122,122,0.3,1,5.1,météo très défavorable
2018-02-05,-4,-6,9,-7,-4,-8,0,86,10,1034,20.75,0,0,-9,116,113,113,0,1,8.7,météo très défavorable
2018-02-06,-3,-5,17,-7,-3,-6,0,79,10,1023,71.625,0,0,-10,122,122,122,0,1,3.3,météo très défavorable
2018-02-07,-3,-6,10,-9,-4,-3,0,83,10,1014,57.125,0,0,-11,113,122,122,0,1,5.1,météo très défavorable
2018-02-08,-0,-3,8,-5,-0,-2,0.1,84,7.625,1017,45.25,0,0,-6,116,113,122,0.1,1,8.7,météo très défavorable
2018-02-09,1,-1,11,-3,1,-2,0,80,10,1021,23.375,1,0,-5,116,113,113,0,1,8.7,météo très défavorable
2018-02-10,1,0,13,-3,1,-3,0,81,10,1022,48.625,1,0,-3,116,119,116,0,1,5.1,météo très défavorable
2018-02-11,-1,-3,14,-3,-1,-2,0.1,75,10,1013,87.75,0,0,-6,119,122,122,0.1,1,3.4,météo très défavorable
2018-02-12,2,2,21,1,2,2,0.8,88,8.375,1002,100,2,0,-2,122,122,122,0.7,1,3.4,météo très défavorable
2018-02-13,1,-2,16,1,1,-0,0.5,88,8.375,1014,100,1,0,-4,122,122,122,0.5,1,3.4,météo très défavorable
2018-02-14,1,0,8,-3,1,-2,0,85,10,1025,16.125,2,0,-2,113,113,113,0,1,8.7,météo très défavorable
2018-02-15,2,1,14,-3,2,-1,0.1,80,9.625,1025,53,2,0,-3,113,122,119,0.1,1,5.2,météo très défavorable
2018-02-16,1,0,14,-1,1,-1,0.4,83,8.625,1019,100,1,0,-4,122,122,143,0.3,1,3.5,météo très défavorable
2018-02-17,0,-1,6,-3,0,-3,0.1,86,7.625,1024,96.375,0,0,-3,143,122,119,0.1,1,3.5,météo très défavorable
2018-02-18,-1,-2,9,-3,-1,-1,0.4,88,6.75,1024,100,0,0,-5,122,122,143,0.3,1,3.5,météo très défavorable
2018-02-19,-1,-3,17,-3,-3,-5,0.1,85,8,1028,96.75,0,0,-8,122,122,119,0.1,1,3.5,météo très défavorable
2018-02-20,-3,-4,6,-5,-3,-6,0.3,74,9,1029,95.125,0,0,-6,122,122,122,0.3,1,3.5,météo très défavorable
2018-02-21,-3,-5,4,-8,-3,-6,0,82,9,1030,89.125,0,0,-6,143,122,119,0.1,1,3.6,météo très défavorable
2018-02-22,-2,-3,6,-5,-2,-4,0.4,84,8.375,1030,98.625,0,0,-4,122,122,122,0.4,1,3.6,météo très défavorable
2018-02-23,-2,-3,13,-5,-2,-6,0.2,83,6.625,1034,88.25,0,0,-7,143,122,116,0.2,1,3.7,météo très défavorable
2018-02-24,-5,-6,12,-9,-5,-7,0,71,10,1039,79,0,0,-11,116,122,122,0,1,5.5,météo très défavorable
2018-02-25,-4,-7,18,-9,-5,-5,0.5,70,8.375,1040,82.625,0,0,-14,326,122,122,0.4,1,3.9,météo très défavorable
2018-02-26,-3,-4,21,-5,-3,-6,1.8,83,6.625,1038,100,0,0,-10,122,122,122,1.5,1,4,météo très défavorable
2018-02-27,-9,-10,26,-11,-10,-12,0.9,77,7.125,1044,99.5,0,0,-20,122,122,122,0.8,1,4,météo très défavorable
2018-02-28,-8,-9,21,-10,-8,-11,0.8,78,7.625,1045,90,0,0,-17,122,122,119,0.7,1,4,météo très défavorable
2018-03-01,-6,-7,17,-10,-6,-9,0,80,10,1040,34.125,0,0,-14,113,119,113,0,1,5.6,météo très défavorable
2018-03-02,-4,-5,17,-8,-4,-8,0,74,10,1026,57.625,0,0,-11,119,116,116,0,1,8.7,météo très défavorable
2018-03-03,-4,-6,10,-9,-4,-7,0,78,10,1016,54.75,0,0,-10,116,119,122,0,1,7.2,météo très défavorable
2018-03-04,-3,-4,6,-7,-3,-5,0,79,8,1011,96.375,0,0,-7,143,122,122,0,1,4.1,météo très défavorable
2018-03-05,-2,-4,8,-7,-2,-3,0.4,85,7.625,1010,91.25,0,0,-6,143,122,122,0.3,1,4.1,météo très défavorable
2018-03-06,-1,-3,14,-3,-1,-2,0,83,10,1005,100,0,0,-6,122,122,122,0,1,4.1,météo très défavorable
2018-03-07,-1,-3,13,-3,-1,-2,0,88,10,1005,100,0,0,-5,122,122,122,0,1,4.1,météo très défavorable
2018-03-08,-0,-2,17,-2,-1,-1,2,92,6,1004,100,0,0,-7,122,122,143,1.7,1,4.2,météo très défavorable
2018-03-09,1,1,12,-0,1,0,1,94,3.625,1004,100,2,1,-3,260,122,248,0.8,1,4.2,météo très défavorable
2018-03-10,-1,-2,9,-3,-1,-2,0.2,94,5.125,1010,100,0,0,-5,143,122,143,0.1,1,4.2,météo très défavorable
2018-03-11,0,-1,6,-5,0,-1,0.1,88,6.375,1010,85.875,0,0,-2,143,122,122,0.1,1,4.2,météo très défavorable
2018-03-12,2,1,17,1,1,1,2.9,98,6.25,1005,100,2,2,-4,122,122,248,0,1,4.2,météo très défavorable
2018-03-13,2,0,22,1,0,-1,5.3,94,6.25,1001,100,2,2,-5,122,122,122,0.8,1,4.3,météo très défavorable
2018-03-14,-1,-3,13,-5,-1,-5,0,79,10,1018,84,0,0,-7,119,122,122,0,1,4.3,météo très défavorable
2018-03-15,-2,-3,14,-7,-2,-7,0.1,73,9.625,1025,49.75,0,0,-7,116,122,113,0.2,1,4.3,météo très défavorable
2018-03-16,-3,-4,18,-8,-3,-7,0.1,64,9.875,1030,21.625,0,0,-10,113,116,113,0,1,8.7,météo très défavorable
2018-03-17,-2,-3,15,-8,-2,-6,0,66,10,1032,24,0,0,-8,113,119,113,0,1,10.2,météo très défavorable
2018-03-18,2,-2,19,-7,1,-1,0,64,10,1028,28.5,2,0,-7,122,113,113,0,1,10.2,météo très défavorable
2018-03-19,2,0,23,-2,2,-2,0.5,73,9,1014,64.875,2,0,-5,122,122,113,0.5,1,7.4,météo très défavorable
2018-03-20,-0,-1,19,-3,-0,-5,0,67,10,1021,33.5,0,0,-6,116,113,113,0,1,12.5,météo très défavorable
2018-03-21,4,2,19,-3,4,0,0,68,10,1020,51.125,4,0,-3,122,113,116,0,1,12.6,météo très défavorable
2018-03-22,5,3,17,-0,4,2,0.1,83,9,1005,47.25,5,2,-1,119,116,116,0,1,12.6,météo très défavorable
2018-03-23,5,3,6,-0,5,0,0,71,10,1007,48.75,5,0,2,116,116,119,0,1,10.6,météo très défavorable
2018-03-24,4,2,19,-1,3,3,0,80,10,1004,71.125,4,1,-3,116,122,122,0,1,9.3,météo très défavorable
2018-03-25,7,4,17,2,7,2,0,85,10,1004,50.5,7,3,0,119,116,113,0,1,12.8,météo très défavorable
2018-03-26,-0,-2,18,-3,-0,-4,0.5,62,9,1019,35.375,0,0,-7,119,113,113,0.4,1,12.8,météo très défavorable
2018-03-27,0,-1,10,-5,0,-4,0,52,10,1019,21.625,1,0,-4,113,122,113,0,1,12.9,météo très défavorable
2018-03-28,2,1,6,-4,2,-2,0,53,10,1018,9.25,3,0,-0,113,113,113,0,1,12.9,météo très défavorable
2018-03-29,1,-5,13,-3,1,-3,0,52,10,1017,3.75,2,0,-2,113,113,113,0,1,13,météo très défavorable
2018-03-30,3,1,15,-1,3,-3,0,57,10,1014,19.25,3,0,-3,113,113,116,0,1,13,météo très défavorable
2018-03-31,3,2,7,-3,3,-2,0,58,10,1013,37.25,4,0,-0,116,113,113,0,1,13.1,météo très défavorable
2018-04-01,2,-3,14,-1,2,-1,0,75,10,1010,87.25,2,0,-2,122,122,122,0,1,8.2,météo très défavorable
2018-04-02,4,2,20,1,4,-1,0,74,10,1003,64,4,0,-3,122,116,113,0,1,12,météo très défavorable
2018-04-03,6,4,5,-1,6,0,0,53,10,1008,43.375,6,0,5,116,116,122,0,1,13.3,météo très défavorable
2018-04-04,5,4,20,2,4,5,0.4,93,6.875,1006,83.125,5,4,-1,122,200,143,0,1,9.6,météo très défavorable
2018-04-05,7,5,15,4,5,6,0.5,93,8,1003,80.875,8,5,2,122,122,116,0,1,9.6,météo très défavorable
2018-04-06,6,3,24,1,4,3,0.7,84,9.125,1021,75.5,6,4,-1,122,122,116,0.4,1,9.6,météo très défavorable
2018-04-07,8,6,19,2,8,4,0,54,10,1024,46.5,8,0,3,119,113,122,0,1,12.2,météo très défavorable
2018-04-08,10,8,8,4,10,6,0,54,10,1015,54.25,10,3,7,116,116,116,0,1,13.9,météo défavorable
2018-04-09,9,6,11,6,6,2,2.8,82,8.875,1014,58.75,9,4,4,116,119,122,0,1,11,météo défavorable
2018-04-10,7,5,19,2,7,1,0,49,10,1028,23.125,7,0,1,113,113,113,0,1,14,météo très défavorable
2018-04-11,7,6,14,3,7,1,0,54,10,1030,25.375,7,0,3,119,116,113,0,1,13.4,météo très défavorable
2018-04-12,9,7,15,3,9,2,0,48,10,1028,15.375,9,0,4,116,113,113,0,1,14.1,météo défavorable
2018-04-13,10,8,16,5,10,4,0,50,10,1027,0.375,10,0,5,113,113,113,0,1,14.2,météo défavorable
2018-04-14,13,10,11,6,13,7,0,52,10,1024,1.5,13,3,9,113,113,113,0,1,14.5,météo correcte
2018-04-15,10,8,10,8,8,6,0.1,85,9,1018,71.125,10,7,7,116,122,122,0,1,10.3,météo défavorable
2018-04-16,13,10,4,6,13,8,0,68,8,1016,41.75,14,5,11,119,113,113,0,1,13.4,météo correcte
2018-04-17,14,12,15,7,14,11,0,66,10,1021,24.75,14,7,11,113,116,113,0,1,14.5,météo correcte
2018-04-18,14,11,18,8,12,11,0,70,10,1025,37.125,14,6,9,119,122,113,0,1,12.4,météo correcte
2018-04-19,17,14,12,10,17,13,0,53,10,1029,8.5,17,6,14,113,113,113,0,1,14.5,météo correcte
2018-04-20,21,16,18,12,21,16,0,63,10,1024,14,24,9,16,113,113,113,0,1,14.5,météo favorable
2018-04-21,16,13,20,10,16,12,0,48,10,1012,15.375,16,7,11,113,113,116,0,1,14.5,météo correcte
2018-04-22,14,11,9,8,14,7,0,51,10,1016,31.375,14,2,10,113,116,116,0,1,13.5,météo correcte
2018-04-23,9,8,23,7,8,6,1,62,9.875,1015,48.75,9,5,4,116,122,119,0,1,12.5,météo défavorable
2018-04-24,12,10,20,7,12,8,0.3,65,9,1001,76.375,12,6,7,119,116,122,0,1,10.5,météo défavorable
2018-04-25,13,8,16,7,12,8,0.1,75,10,997,52.5,13,5,5,122,113,116,0,1,12.5,météo correcte
2018-04-26,11,10,10,7,11,7,2.6,69,10,1003,68.625,11,4,8,119,122,116,0,1,11.5,météo défavorable
2018-04-27,11,8,17,6,11,8,0.5,71,9.875,1010,51.625,11,3,5,122,116,116,0,1,12.5,météo défavorable
2018-04-28,12,11,11,7,12,8,0,55,10,1013,46.5,12,5,10,116,119,119,0,1,10.8,météo défavorable
2018-04-29,12,10,8,6,11,8,2.6,78,8.25,1014,66,12,6,10,143,116,113,0,1,12.7,météo défavorable
2018-04-30,10,4,15,7,10,7,0.2,60,9,1015,34.875,11,3,8,113,116,116,0,1,14.5,météo très défavorable
2018-05-01,12,5,8,5,11,9,4.3,91,8.625,1005,62.75,12,7,5,122,116,113,0,1,12.7,météo très défavorable
2018-05-02,11,6,17,8,11,9,0,65,10,1015,58.875,12,5,9,116,119,116,0,1,12.7,météo défavorable
2018-05-03,10,6,19,9,6,6,3.3,88,9.625,1016,54,10,5,3,116,122,122,0,1,11.8,météo défavorable
2018-05-04,14,10,15,7,13,11,0,64,10,1022,33.125,14,4,8,116,116,116,0,1,14.5,météo correcte
2018-05-05,17,14,9,9,16,13,0,59,10,1025,6.5,17,8,14,113,113,113,0,1,14.5,météo correcte
2018-05-06,19,15,16,12,19,16,0,63,9,1025,11.75,19,10,14,113,113,113,0,1,14.5,météo favorable
2018-05-07,21,18,17,13,21,17,0,47,10,1023,24.5,24,9,18,113,116,113,0,1,13.6,météo favorable
2018-05-08,24,22,5,16,24,16,0,47,10,1022,33.125,25,12,23,122,113,113,0,1,13.6,météo favorable
2018-05-09,18,17,14,15,18,12,0,47,10,1021,4.625,18,6,17,113,113,113,0,1,14.5,météo favorable
2018-05-10,17,16,18,13,17,14,0,53,10,1018,11,17,9,16,113,116,113,0,1,14.5,météo correcte
2018-05-11,20,18,18,16,20,14,0,62,10,1020,11,20,11,18,113,113,113,0,1,14.5,météo favorable
2018-05-12,21,19,14,16,21,15,0,55,10,1022,7.5,24,10,19,113,113,113,0,1,14.5,météo favorable
2018-05-13,22,19,11,16,22,15,0,41,10,1024,17.125,24,7,20,113,113,116,0,1,14.5,météo favorable
2018-05-14,24,21,11,17,24,17,0,36,10,1024,6.875,24,8,22,113,113,113,0,1,14.5,météo idéale
2018-05-15,26,24,6,18,26,19,0,34,10,1022,23.25,25,8,24,113,116,116,0,1,13.7,météo favorable
2018-05-16,27,25,5,20,27,19,0,30,10,1016,6.75,27,10,27,113,113,113,0,1,14.5,météo idéale
2018-05-17,15,9,21,12,15,12,0.5,51,9.75,1016,28.625,15,5,13,116,116,116,0,1,14.5,météo correcte
2018-05-18,16,15,21,12,16,12,0.1,32,10,1021,16,16,1,14,113,113,113,0,1,14.5,météo correcte
2018-05-19,19,6,5,14,19,15,0,30,10,1024,28.625,20,3,20,122,113,113,0,1,13.7,météo favorable
2018-05-20,23,21,12,16,23,18,0,31,10,1026,37.25,24,7,21,113,113,122,0,1,13,météo favorable
2018-05-21,23,22,11,18,23,18,0,34,10,1028,41.5,24,8,22,122,113,113,0,1,13,météo favorable
2018-05-22,22,21,10,17,22,17,0,31,10,1024,10.375,23,6,22,113,113,113,0,1,17.3,météo favorable
